,X,Y,Z
0,7.595406066146973,51.989445204159686,5.939999999999998
1,7.595406082354493,51.98944934050061,6.060000000000002
2,7.5954114409562035,51.98945030357605,5.82
3,7.595406084498994,51.989453926255045,6.339999999999996
4,7.59541145435162,51.98945452979965,6.079999999999998
5,7.595359654522028,51.98940643618301,8.380000000000003
6,7.5953703745260714,51.98940827245507,5.640000000000001
7,7.595359556077828,51.989409582077684,8.119999999999997
8,7.595364934362538,51.989409915976246,7.8899999999999935
9,7.595359471697074,51.98941227855882,7.859999999999992
10,7.59536484154406,51.9894128821055,7.619999999999997
11,7.59537065096521,51.98941340097873,7.43
12,7.5953593760655345,51.989415334570765,7.600000000000001
13,7.595364751538248,51.98941575835207,7.380000000000003
14,7.5953705637724385,51.98941618734258,7.159999999999997
15,7.595376807142804,51.98941680130766,5.810000000000002
16,7.595359283246671,51.989418300700024,7.369999999999997
17,7.595364655907057,51.98941881436403,7.089999999999996
18,7.595370476579653,51.98941897370643,6.909999999999997
19,7.59537687678817,51.98941922987718,6.659999999999997
20,7.595359198865872,51.98942099718115,7.100000000000001
21,7.595370392199525,51.98942167018758,6.649999999999999
22,7.595364560275848,51.98942187037598,6.850000000000001
23,7.595376789595768,51.989422016241036,6.399999999999999
24,7.595382310656603,51.989422441758016,5.850000000000001
25,7.595359203818332,51.98942549305288,7.350000000000001
26,7.595370262816636,51.989425804792006,6.740000000000002
27,7.595376668651443,51.989425881197356,6.399999999999999
28,7.5953645652288415,51.989426366247706,7.109999999999999
29,7.595387559561739,51.98942691026003,5.859999999999999
30,7.595382312798728,51.98942702751247,6.130000000000003
31,7.595370276208212,51.98943003101561,6.979999999999997
32,7.595359057558227,51.9894301669535,7.630000000000003
33,7.595376670792983,51.989430466951795,6.689999999999998
34,7.595364430220027,51.98943068061753,7.369999999999997
35,7.595393544841663,51.989431117795974,5.719999999999999
36,7.595387427367769,51.98943113474718,6.109999999999999
37,7.595382326191436,51.989431253736086,6.369999999999997
38,7.59535907094874,51.989434393177106,7.910000000000004
39,7.59537013557458,51.989434525150855,7.240000000000002
40,7.595376686997815,51.98943460329271,6.920000000000002
41,7.595364443611047,51.989434906841126,7.630000000000003
42,7.595393558235422,51.989435344019604,5.969999999999999
43,7.595382193996953,51.98943547822322,6.619999999999997
44,7.595387429510399,51.98943572050161,6.350000000000001
45,7.59537014896613,51.98943875137444,7.499999999999993
46,7.595359073088467,51.98943897893153,8.18
47,7.595364457002061,51.98943913306473,7.899999999999999
48,7.595376543552143,51.98943918731066,7.200000000000003
49,7.595382210202286,51.98943961456412,6.859999999999999
50,7.595393563191298,51.98943983989134,6.240000000000002
51,7.595387445716215,51.98943985684253,6.609999999999999
52,7.595400260202576,51.98943991976835,5.829999999999998
53,7.595370159545002,51.98944306748077,7.759999999999998
54,7.595364324805859,51.98944335755185,8.149999999999999
55,7.595358935266367,51.98944338318402,8.43
56,7.595376548506305,51.98944368318237,7.460000000000001
57,7.595382075195102,51.98944392893398,7.119999999999997
58,7.5953873135221714,51.989444081329665,6.869999999999997
59,7.5954002707843395,51.98944423587467,6.089999999999996
60,7.595393419747321,51.98944442390932,6.5
61,7.595370018911295,51.98944756161599,8.029999999999994
62,7.595358937406063,51.989447968938435,8.71
63,7.595364324133417,51.98944803318896,8.440000000000005
64,7.5953765506478,51.98944826893678,7.729999999999997
65,7.5953820773371605,51.9894485146884,7.399999999999999
66,7.595387315664765,51.989448667084105,7.140000000000001
67,7.5954001301536405,51.989448730009954,6.380000000000003
68,7.595393424703166,51.98944891978104,6.769999999999996
69,7.595364340337087,51.989452169529834,8.699999999999996
70,7.5953589507965384,51.98945219516203,8.970000000000006
71,7.595370018239439,51.989452237253104,8.359999999999992
72,7.595376418452693,51.98945249342391,7.999999999999993
73,7.595382093542465,51.989452651029296,7.649999999999999
74,7.5954001435479945,51.98945295623357,6.630000000000003
75,7.595393435284259,51.98945323588735,7.049999999999997
76,7.59538731780735,51.98945325283852,7.43
77,7.595370037256302,51.98945628371129,8.580000000000005
78,7.595358818599755,51.98945641964911,9.21
79,7.595364345290005,51.98945666540155,8.96
80,7.595376431844808,51.98945671964751,8.240000000000002
81,7.595382095684508,51.989457236783714,7.940000000000005
82,7.595393305903345,51.9894573704918,7.270000000000003
83,7.5954001485044955,51.9894574521053,6.909999999999997
84,7.59538733120049,51.989457479062125,7.669999999999995
85,7.5953588319902074,51.98946064587269,9.479999999999997
86,7.5953764480495805,51.9894608559884,8.490000000000002
87,7.595370039397108,51.9894608694657,8.859999999999992
